film name,year,genre,rating,sentiment
Guardians of the Galaxy,2014,Comedy ,10,0.4097521597534776
Guardians of the Galaxy,2014,Comedy ,10,0.1147543929278504
Guardians of the Galaxy,2014,Comedy ,10,-0.026272875
Guardians of the Galaxy,2014,Comedy ,10,-0.083082
Guardians of the Galaxy,2014,Comedy ,4,-0.205418393
Guardians of the Galaxy,2014,Comedy ,5,-0.360366251
Guardians of the Galaxy,2014,Comedy ,5,-0.138626566
Guardians of the Galaxy,2014,Comedy ,10,-0.076411482
Guardians of the Galaxy,2014,Comedy ,6,-0.363595433
Guardians of the Galaxy,2014,Comedy ,6,-0.173732655
Guardians of the Galaxy,2014,Comedy ,10,0.6277462205609052
Guardians of the Galaxy,2014,Comedy ,8,0.048386724706619144
Guardians of the Galaxy,2014,Comedy ,8,0.6269452034742815
Guardians of the Galaxy,2014,Comedy ,1,-0.430312822
Guardians of the Galaxy,2014,Comedy ,10,0.19167505
Guardians of the Galaxy,2014,Comedy ,10,0.18992138469808847
Guardians of the Galaxy,2014,Comedy ,1,-0.265904342
Guardians of the Galaxy,2014,Comedy ,Null,0.3679738241092653
Guardians of the Galaxy,2014,Comedy ,Null,-0.068810981
Guardians of the Galaxy,2014,Comedy ,1,-0.223166836
Guardians of the Galaxy,2014,Comedy ,1,-0.284246627
Guardians of the Galaxy,2014,Comedy ,1,0.000330339
Guardians of the Galaxy,2014,Comedy ,1,-0.259885058
Guardians of the Galaxy,2014,Comedy ,2,-0.405017956
Guardians of the Galaxy,2014,Comedy ,6,0.026923532922099105
Guardians of the Galaxy,2014,Comedy ,6,-0.124269916
Guardians of the Galaxy,2014,Comedy ,6,-0.282214081
Guardians of the Galaxy,2014,Comedy ,6,-0.102158391
Guardians of the Galaxy,2014,Comedy ,1,-0.360385511
Guardians of the Galaxy,2014,Comedy ,4,-0.181539278
Guardians of the Galaxy,2014,Comedy ,6,-0.133081098
Guardians of the Galaxy,2014,Comedy ,Null,-0.624027012
Guardians of the Galaxy,2014,Comedy ,6,-0.055650413
Guardians of the Galaxy,2014,Comedy ,5,-0.280377373
Guardians of the Galaxy,2014,Comedy ,5,-0.44488066
Guardians of the Galaxy,2014,Comedy ,4,-0.138098239
Guardians of the Galaxy,2014,Comedy ,6,0.0764152
Guardians of the Galaxy,2014,Comedy ,3,-0.309101798
Guardians of the Galaxy,2014,Comedy ,1,-0.657862617
Guardians of the Galaxy,2014,Comedy ,2,-0.248266212
Guardians of the Galaxy,2014,Comedy ,2,-0.277276305
Guardians of the Galaxy,2014,Comedy ,2,-0.106553655
Guardians of the Galaxy,2014,Comedy ,2,-0.346034738
Guardians of the Galaxy,2014,Comedy ,1,-0.077410756
Guardians of the Galaxy,2014,Comedy ,1,-0.50607039
Guardians of the Galaxy,2014,Comedy ,3,0.014959757359943253
Guardians of the Galaxy,2014,Comedy ,1,-0.511251094
Guardians of the Galaxy,2014,Comedy ,3,0.070187318
Guardians of the Galaxy,2014,Comedy ,6,0.2156918932307538
